client_id,month,logins,feature_usage_score,support_tickets
C0245,2026-06-01,8,0.097,1
C0246,2026-01-01,47,0.518,0
C0246,2026-02-01,60,0.656,1
C0246,2026-03-01,60,0.653,0
C0246,2026-04-01,47,0.516,1
C0246,2026-05-01,62,0.679,2
C0246,2026-06-01,58,0.631,1
C0247,2026-01-01,48,0.734,2
C0247,2026-02-01,46,0.702,2
C0247,2026-03-01,42,0.635,3
C0247,2026-04-01,31,0.468,3
C0247,2026-05-01,22,0.34,1
C0247,2026-06-01,12,0.187,4
C0248,2026-01-01,38,0.816,0
C0248,2026-02-01,35,0.756,2
C0248,2026-03-01,36,0.777,2
C0248,2026-04-01,39,0.831,2
C0248,2026-05-01,40,0.856,0
C0248,2026-06-01,39,0.847,0
C0249,2026-01-01,15,0.688,0
C0249,2026-02-01,16,0.723,0
C0249,2026-03-01,14,0.631,0
C0249,2026-04-01,15,0.685,1
C0249,2026-05-01,15,0.677,0
C0249,2026-06-01,14,0.616,1
C0250,2026-01-01,19,0.609,0
C0250,2026-02-01,19,0.598,0
C0250,2026-03-01,19,0.607,1
C0250,2026-04-01,19,0.598,0
C0250,2026-05-01,21,0.671,0
C0250,2026-06-01,23,0.728,1
C0251,2026-01-01,50,0.492,4
C0251,2026-02-01,51,0.504,2
C0251,2026-03-01,43,0.431,6
C0251,2026-04-01,33,0.33,1
C0251,2026-05-01,24,0.24,2
C0251,2026-06-01,14,0.141,1
C0252,2026-01-01,50,0.499,1
C0252,2026-02-01,48,0.48,1
C0252,2026-03-01,56,0.559,2
C0252,2026-04-01,53,0.525,0
C0252,2026-05-01,63,0.628,0
C0252,2026-06-01,55,0.544,3
C0253,2026-01-01,19,0.794,2
C0253,2026-02-01,18,0.757,1
C0253,2026-03-01,16,0.659,0
C0253,2026-04-01,18,0.736,2
C0253,2026-05-01,17,0.73,0
C0253,2026-06-01,17,0.72,1
C0254,2026-01-01,47,0.897,0
C0254,2026-02-01,45,0.855,2
C0254,2026-03-01,49,0.942,0
C0254,2026-04-01,49,0.94,0
C0254,2026-05-01,50,0.95,0
C0254,2026-06-01,40,0.772,2
C0255,2026-01-01,22,0.681,5
C0255,2026-02-01,19,0.577,1
C0255,2026-03-01,14,0.453,1
C0255,2026-04-01,12,0.393,1
C0255,2026-05-01,9,0.288,6
C0255,2026-06-01,5,0.178,4
C0256,2026-01-01,53,0.425,2
C0256,2026-02-01,51,0.406,3
C0256,2026-03-01,36,0.293,6
C0256,2026-04-01,33,0.266,2
C0256,2026-05-01,21,0.169,4
C0256,2026-06-01,12,0.103,0
C0257,2026-01-01,29,0.559,4
C0257,2026-02-01,24,0.465,3
C0257,2026-03-01,24,0.46,5
C0257,2026-04-01,18,0.356,2
C0257,2026-05-01,13,0.262,4
C0257,2026-06-01,8,0.157,2
C0258,2026-01-01,29,0.722,2
C0258,2026-02-01,26,0.627,0
C0258,2026-03-01,25,0.611,0
C0258,2026-04-01,23,0.563,1
C0258,2026-05-01,29,0.719,1
C0258,2026-06-01,24,0.579,0
C0259,2026-01-01,30,0.655,0
C0259,2026-02-01,30,0.639,2
C0259,2026-03-01,30,0.655,0
C0259,2026-04-01,24,0.51,0
C0259,2026-05-01,29,0.633,1
C0259,2026-06-01,24,0.517,1
C0260,2026-01-01,20,0.669,1
C0260,2026-02-01,15,0.494,2
C0260,2026-03-01,14,0.469,3
C0260,2026-04-01,9,0.301,3
C0260,2026-05-01,7,0.24,2
C0260,2026-06-01,5,0.174,3
C0261,2026-01-01,22,0.618,1
C0261,2026-02-01,27,0.747,1
C0261,2026-03-01,27,0.746,0
C0261,2026-04-01,22,0.612,0
C0261,2026-05-01,24,0.674,0
C0261,2026-06-01,24,0.674,0
C0262,2026-01-01,40,0.852,0
C0262,2026-02-01,36,0.76,3
C0262,2026-03-01,38,0.803,0
C0262,2026-04-01,40,0.849,0
C0262,2026-05-01,35,0.754,2
C0262,2026-06-01,39,0.836,0
C0263,2026-01-01,50,0.522,1
C0263,2026-02-01,49,0.514,0
C0263,2026-03-01,44,0.458,1
C0263,2026-04-01,50,0.524,0
C0263,2026-05-01,45,0.472,0
C0263,2026-06-01,42,0.44,1
C0264,2026-01-01,36,0.614,0
C0264,2026-02-01,33,0.567,0
C0264,2026-03-01,33,0.563,0
C0264,2026-04-01,44,0.739,0
C0264,2026-05-01,38,0.643,1
C0264,2026-06-01,39,0.656,0
C0265,2026-01-01,53,0.635,1
C0265,2026-02-01,55,0.653,2
C0265,2026-03-01,45,0.542,1
C0265,2026-04-01,53,0.637,3
C0265,2026-05-01,45,0.545,0
C0265,2026-06-01,43,0.516,3
C0266,2026-01-01,36,0.376,1
C0266,2026-02-01,45,0.469,0
C0266,2026-03-01,36,0.374,0
C0266,2026-04-01,34,0.351,0
C0266,2026-05-01,40,0.41,1
C0266,2026-06-01,35,0.363,1
C0267,2026-01-01,51,0.625,1
C0267,2026-02-01,56,0.686,1
C0267,2026-03-01,38,0.47,2
C0267,2026-04-01,33,0.403,4
C0267,2026-05-01,20,0.251,1
C0267,2026-06-01,17,0.208,1
C0268,2026-01-01,62,0.5,2
C0268,2026-02-01,41,0.334,2
C0268,2026-03-01,35,0.281,1
C0268,2026-04-01,30,0.246,0
C0268,2026-05-01,20,0.161,3
C0268,2026-06-01,13,0.105,0
C0269,2026-01-01,62,0.504,1
C0269,2026-02-01,61,0.495,1
C0269,2026-03-01,55,0.448,1
C0269,2026-04-01,61,0.5,1
C0269,2026-05-01,61,0.5,4
C0269,2026-06-01,54,0.444,0
C0270,2026-01-01,51,0.732,0
C0270,2026-02-01,59,0.84,0
C0270,2026-03-01,53,0.753,0
C0270,2026-04-01,54,0.777,1
C0270,2026-05-01,49,0.701,1
C0270,2026-06-01,57,0.814,0
C0271,2026-01-01,41,0.454,1
C0271,2026-02-01,42,0.464,2
C0271,2026-03-01,46,0.503,1
C0271,2026-04-01,41,0.455,0
C0271,2026-05-01,48,0.53,0
C0271,2026-06-01,43,0.469,0
C0272,2026-01-01,19,0.757,0
C0272,2026-02-01,17,0.712,2
C0272,2026-03-01,16,0.67,0
C0272,2026-04-01,15,0.62,0
C0272,2026-05-01,14,0.576,0
C0272,2026-06-01,14,0.591,1
C0273,2026-01-01,23,0.859,1
C0273,2026-02-01,19,0.732,1
C0273,2026-03-01,19,0.717,1
C0273,2026-04-01,22,0.82,1
C0273,2026-05-01,23,0.872,0
C0273,2026-06-01,19,0.72,4
C0274,2026-01-01,30,0.713,0
C0274,2026-02-01,35,0.826,0
C0274,2026-03-01,28,0.671,0
C0274,2026-04-01,26,0.625,1
C0274,2026-05-01,33,0.79,0
C0274,2026-06-01,34,0.803,2
C0275,2026-01-01,34,0.611,1
C0275,2026-02-01,27,0.482,1
C0275,2026-03-01,20,0.359,4
C0275,2026-04-01,20,0.353,2
C0275,2026-05-01,14,0.259,1
C0275,2026-06-01,7,0.124,3
C0276,2026-01-01,20,0.659,2
C0276,2026-02-01,18,0.595,2
C0276,2026-03-01,15,0.503,0
C0276,2026-04-01,13,0.417,1
C0276,2026-05-01,10,0.326,1
C0276,2026-06-01,5,0.161,0
C0277,2026-01-01,34,0.477,1
C0277,2026-02-01,40,0.56,0
C0277,2026-03-01,33,0.458,1
C0277,2026-04-01,34,0.475,1
C0277,2026-05-01,39,0.543,1
C0277,2026-06-01,39,0.536,2
C0278,2026-01-01,50,0.759,0
C0278,2026-02-01,49,0.75,0
C0278,2026-03-01,59,0.9,1
C0278,2026-04-01,64,0.965,0
C0278,2026-05-01,61,0.93,1
C0278,2026-06-01,49,0.743,2
C0279,2026-01-01,53,0.655,1
C0279,2026-02-01,43,0.535,2
C0279,2026-03-01,37,0.464,5
C0279,2026-04-01,30,0.382,4
C0279,2026-05-01,21,0.265,4
C0279,2026-06-01,14,0.178,7
C0280,2026-01-01,22,0.639,0
C0280,2026-02-01,25,0.716,1
C0280,2026-03-01,22,0.63,1
C0280,2026-04-01,19,0.557,1
C0280,2026-05-01,24,0.671,1
C0280,2026-06-01,19,0.548,0
C0281,2026-01-01,62,0.711,0
C0281,2026-02-01,61,0.707,1
C0281,2026-03-01,53,0.608,0
C0281,2026-04-01,65,0.753,3
C0281,2026-05-01,64,0.737,1
C0281,2026-06-01,58,0.666,1
C0282,2026-01-01,51,0.659,0
C0282,2026-02-01,61,0.787,0
C0282,2026-03-01,54,0.694,0
C0282,2026-04-01,56,0.716,0
C0282,2026-05-01,62,0.79,0
C0282,2026-06-01,56,0.724,0
C0283,2026-01-01,51,0.875,4
C0283,2026-02-01,36,0.614,2
C0283,2026-03-01,39,0.669,5
C0283,2026-04-01,27,0.466,0
C0283,2026-05-01,19,0.335,2
C0283,2026-06-01,12,0.211,4
C0284,2026-01-01,24,0.436,0
C0284,2026-02-01,23,0.403,1
C0284,2026-03-01,28,0.499,2
C0284,2026-04-01,21,0.378,0
C0284,2026-05-01,22,0.401,0
C0284,2026-06-01,26,0.456,1
C0285,2026-01-01,34,0.706,1
C0285,2026-02-01,39,0.795,0
C0285,2026-03-01,40,0.826,0
C0285,2026-04-01,35,0.709,0
C0285,2026-05-01,39,0.808,2
C0285,2026-06-01,37,0.764,0
C0286,2026-01-01,39,0.661,3
C0286,2026-02-01,44,0.75,0
C0286,2026-03-01,39,0.665,0
C0286,2026-04-01,46,0.784,1
C0286,2026-05-01,50,0.848,0
C0286,2026-06-01,50,0.84,1
C0287,2026-01-01,60,0.803,1
C0287,2026-02-01,55,0.732,0
C0287,2026-03-01,56,0.752,2
C0287,2026-04-01,53,0.709,2
C0287,2026-05-01,51,0.684,0
C0287,2026-06-01,59,0.789,1
C0288,2026-01-01,27,0.781,1
C0288,2026-02-01,31,0.888,1
C0288,2026-03-01,29,0.847,1
C0288,2026-04-01,30,0.876,1
C0288,2026-05-01,27,0.788,0
C0288,2026-06-01,28,0.81,0
C0289,2026-01-01,19,0.715,2
C0289,2026-02-01,17,0.631,5
C0289,2026-03-01,16,0.6,1
C0289,2026-04-01,13,0.489,3
C0289,2026-05-01,7,0.292,3
C0289,2026-06-01,5,0.196,3
C0290,2026-01-01,66,0.507,1
C0290,2026-02-01,58,0.452,0
C0290,2026-03-01,64,0.497,0
C0290,2026-04-01,63,0.486,1
C0290,2026-05-01,57,0.441,0
C0290,2026-06-01,54,0.42,1
C0291,2026-01-01,30,0.558,0
C0291,2026-02-01,26,0.478,1
C0291,2026-03-01,26,0.487,0
C0291,2026-04-01,29,0.535,0
C0291,2026-05-01,28,0.526,1
C0291,2026-06-01,23,0.436,0
C0292,2026-01-01,42,0.44,3
C0292,2026-02-01,36,0.378,0
C0292,2026-03-01,25,0.263,3
C0292,2026-04-01,25,0.26,1
C0292,2026-05-01,16,0.167,1
C0292,2026-06-01,10,0.109,6
C0293,2026-01-01,46,0.467,1
C0293,2026-02-01,47,0.472,1
C0293,2026-03-01,40,0.404,0
C0293,2026-04-01,53,0.528,0
C0293,2026-05-01,51,0.515,1
C0293,2026-06-01,46,0.465,1
C0294,2026-01-01,52,0.888,1
C0294,2026-02-01,49,0.836,0
C0294,2026-03-01,42,0.713,0
C0294,2026-04-01,51,0.865,2
C0294,2026-05-01,41,0.697,0
C0294,2026-06-01,49,0.828,0
C0295,2026-01-01,53,0.842,3
C0295,2026-02-01,43,0.69,3
C0295,2026-03-01,42,0.674,6
C0295,2026-04-01,32,0.52,1
C0295,2026-05-01,22,0.363,4
C0295,2026-06-01,12,0.196,2
C0296,2026-01-01,35,0.873,0
C0296,2026-02-01,32,0.788,1
C0296,2026-03-01,35,0.862,0
C0296,2026-04-01,38,0.938,1
C0296,2026-05-01,38,0.951,1
C0296,2026-06-01,33,0.832,0
C0297,2026-01-01,55,0.636,0
C0297,2026-02-01,63,0.722,1
C0297,2026-03-01,59,0.685,1
C0297,2026-04-01,53,0.617,0
C0297,2026-05-01,53,0.615,0
C0297,2026-06-01,62,0.717,2
C0298,2026-01-01,60,0.602,2
C0298,2026-02-01,66,0.655,1
C0298,2026-03-01,60,0.598,3
C0298,2026-04-01,65,0.651,0
C0298,2026-05-01,58,0.573,1
C0298,2026-06-01,61,0.606,0
C0299,2026-01-01,37,0.814,4
C0299,2026-02-01,30,0.654,1
C0299,2026-03-01,25,0.542,2
C0299,2026-04-01,21,0.471,6
C0299,2026-05-01,14,0.321,3
C0299,2026-06-01,9,0.199,3
C0300,2026-01-01,54,0.6,0
C0300,2026-02-01,53,0.593,1
C0300,2026-03-01,49,0.547,0
C0300,2026-04-01,42,0.466,0
C0300,2026-05-01,43,0.485,1
C0300,2026-06-01,51,0.571,0
